place_guess,latitude,longitude,positional_accuracy,place_town_name,place_county_name,place_state_name,species_guess,scientific_name
"Luray, VA 22835, USA",38.6039631,-78.3678033997,,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
Front Royal,38.8775939941,-78.2048492432,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bordens Spring Rd, White Post, VA, US",39.0293805,-78.1003028333,10,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Massanutten, VA, USA",38.40202,-78.760704,,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Luray, VA, US",38.6037608552,-78.3679746292,506,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lenah Rd, Aldie, VA, US",38.9359366667,-77.5955966667,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bluemont, VA 20135, USA",39.0997142,-77.836178,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA 22827, USA",38.4491049,-78.4658016,,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Salem Ave SE, Roanoke, VA, US",37.27277,-79.9383916667,8,,Roanoke city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wakerobin Ct, Aldie, VA, US",38.9324878049,-77.5845027858,20,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Massanutten Resort, McGaheysville, VA, US",38.4228700254,-78.7389604074,357,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Afton, VA, US",38.0602583333,-78.8162383333,6,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lake Frederick, VA 22630, USA",38.8884694444,-78.2439611111,,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lake Frederick, VA 22630, USA",38.8894472222,-78.2428861111,,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Campbell County, VA, USA",37.2966025755,-79.0549332946,31,,Campbell,Virginia,Spotted Lanternfly,Lycorma delicatula
"Nokesville, VA 20181, USA",38.756406848,-77.6586279273,5,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Stanley, VA, US",38.5203283333,-78.449775,4,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Meade Ave, Charlottesville, VA, US",38.031398477,-78.4634803852,27,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Overlook Dr, Rileyville, VA, US",38.7474716667,-78.3553466667,4,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Overlook Dr, Rileyville, VA, US",38.7474383333,-78.3553466667,3,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"E King St, Strasburg, VA, US",38.9879416667,-78.3578116667,12,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.9420791,-78.0781062,146,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Beechwood Cir, Arlington, VA, US",38.9114493485,-77.1102028623,24,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Beechwood Cir, Arlington, VA, US",38.9117031685,-77.1104902682,5,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rappahannock County, Shenandoah National Park, Shenandoah, US-VA, US",38.76347425,-78.23151808,3,,Rappahannock,Virginia,Spotted Lanternfly,Lycorma delicatula
"Strasburg, VA 22657, USA",38.9596977,-78.2727084,3000,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Paddington Ct, Centreville, VA, US",38.8306805695,-77.4593023139,189,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rosser Ave, Waynesboro, VA, US",38.0633098958,-78.9358191659,7,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rust Nature Sanctuary, 802 Childrens Center Rd, Leesburg, VA 20175, USA",39.120505,-77.587852,162,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Atkins Hollow Ln, Linden, VA, US",38.9041912579,-78.0698688858,2734,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Luray, VA, US",38.5924916667,-78.3814166667,4,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Main St, Clifton, VA, US",38.779045,-77.385375,4,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"W Main St, Luray, VA, US",38.6644186039,-78.4664492258,35,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"W Stonewall Dr, Front Royal, VA, US",38.9159966667,-78.1964283333,3,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8938805556,-77.0822611111,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8938805556,-77.0822611111,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rippon Landing, Woodbridge, VA, US",38.6094959573,-77.2780427834,678,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.0638166667,-78.9387138889,3,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.0638083333,-78.9387277778,5,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Church St. (Corner Of Tenth St.), Lynchburg, VA 24504, USA",37.4137364388,-79.1422462463,7989,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Oak Creek Ln, Fairfax, VA, US",38.8599435489,-77.3743931896,306,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fair Lakes, Fairfax, VA, US",38.8587472262,-77.3893745243,110,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chantilly, VA, USA",38.8871225048,-77.4445286393,196,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Englewood Farms Dr, Manassas, VA, US",38.723809783,-77.4643103094,6,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Madison County, Shenandoah National Park, Shenandoah, US-VA, US",38.5169518646,-78.4388439731,4,,Madison,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hillsboro, VA, US",39.2914583333,-77.7291416667,6,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Conicville Blvd, Mount Jackson, VA, US",38.7601666667,-78.6314866667,4,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Stanley, VA, US",38.516605,-78.4402783333,4,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Stanley, VA, US",38.5318533333,-78.4369966667,7,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cedar Creek Rd, Star Tannery, VA, US",39.0598666667,-78.4404216667,3,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Monument Dr, Fairfax, VA, US",38.856695864,-77.3603484066,135,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lynchburg, VA, USA",37.3449710131,-79.2334029432,2,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lynchburg, VA, USA",37.3449776863,-79.2334435346,1,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8938861111,-77.0821555556,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8948972222,-77.0816166667,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
Chantilly,38.8829650879,-77.4288330078,40,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8948777778,-77.0814888889,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harris Hollow Rd, Washington, VA, US",38.744995,-78.2298966667,7,,Rappahannock,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro Town Center, Waynesboro, VA, US",38.0563055,-78.9422216667,33,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Delaplane, VA, US",38.9829783333,-77.97988,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Old Centreville Rd, Centreville, VA, US",38.83548,-77.4292883333,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sky Meadows State Park, Paris, VA, US",38.98872,-77.9437633333,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"S Lakes Dr, Reston, VA, US",38.9352597811,-77.3323549524,23,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chantilly Highlands, Oak Hill, VA 20171, USA",38.9188818397,-77.4174205802,5,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Manassas National Battlefield Park, Manassas, VA, US",38.804927077,-77.5368360007,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Manassas National Battlefield Park, Manassas, VA, US",38.8076581249,-77.5351085928,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.0613027778,-78.8865055556,5,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bristow, VA 20136, USA",38.69129876,-77.50625104,8,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Centreville, VA 20120, USA",38.8477517997,-77.4764664,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Syria, VA 22743, USA",38.5684825855,-78.3661430329,5241,,Madison,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waples Mill Meadow Park, Oakton, VA, US",38.8742966667,-77.3396783333,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA, USA",39.09964939,-77.54637359,9,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Swindler Hollow Rd, Sperryville, VA, US",38.6843749739,-78.2427724859,27175,,Rappahannock,Virginia,Spotted Lanternfly,Lycorma delicatula
Centreville,38.8456420898,-77.4728622437,35,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fishersville, VA, USA",38.0853116667,-78.9863966667,,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Business Center Dr, Reston, VA, US",38.9516489997,-77.3307906123,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
Harrisonburg,38.4249572754,-78.8612060547,37,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Stanley, VA, US",38.52987,-78.4361033333,16,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Catharpin, VA, USA",38.86462283,-77.56438234,3,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"George Washington & Jefferson National Forests, Lyndhurst, VA, US",37.9610716667,-78.9007416667,20,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA, US",39.024009674,-77.5995808853,64,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairfax County, VA, USA",38.8300175457,-77.307059077,400,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Triangle, VA 22172, USA",38.5567889,-77.3889417997,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cub Ln, Middleburg, VA, US",39.0117916667,-77.7490833333,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middleburg, VA, US",39.0159138833,-77.751275,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, VA, USA",38.8460972222,-78.1623138889,,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairfax County, VA, USA",38.9403004988,-77.412782684,7,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairfax County, VA, USA",38.940291689,-77.4127836084,13,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stagecoach Rd, Afton, VA, US",38.032295933,-78.8490948724,372,,Nelson,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bluemont, VA 20135, USA",39.1107527228,-77.8333725035,1687,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stuarts Draft, VA 24477, USA",38.0530083333,-79.0552,,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Windmill Parc Dr, Sterling, VA, US",39.0262575,-77.41684395,1287,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Woodbridge,38.6547775269,-77.3143005371,6,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"S Main St, Amherst, VA, US",37.5786778149,-79.0592185226,67476,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Creek Branch Ct, Chantilly, VA, US",38.87092,-77.454505,78,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mt Crawford, VA 22841, USA",38.345670515,-78.875820078,1460,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ashburn St, Herndon, VA, US",38.9724709863,-77.3731123406,25,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rhoadmiller St, Richmond, VA, US",37.566805,-77.45983,44,,Richmond city,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Pierce St, Arlington, VA, US",38.894751356,-77.0764563047,17,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Philomont Rd, Purcellville, VA, US",39.0141159602,-77.7471702498,9,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Goltra Ln, Middleburg, VA, US",38.9914925585,-77.7442591086,98,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middleburg, VA, US",39.0140994727,-77.7471234232,9,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lakeview Dr, Falls Church, VA, US",38.8450641993,-77.1668374883,32,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Puppy Ln, Middleburg, VA, US",39.0095725749,-77.7520547156,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Foxhound Ln, Middleburg, VA, US",39.0117385392,-77.7519408365,28,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg, VA 22807, USA",38.434222,-78.863444,884255,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lee Hwy, Fairfax, VA, US",38.848995,-77.3558716667,26,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Johnson Ave NW, Roanoke, VA, US",37.2809716667,-79.98005,4,,Roanoke city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middleburg, VA 20117, USA",39.0118357284,-77.7508144453,9,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Augusta Health, Fishersville, VA, US",38.0938538025,-78.9858013765,8,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Neabsco Common Pl, Woodbridge, VA, US",38.6239916667,-77.2910383333,35,,Prince William,Virginia,"",Lycorma delicatula
"University of Virginia, Charlottesville, VA, US",38.0337887957,-78.5076355437,37,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Centreville, VA, USA",38.8476756022,-77.4609756407,8,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
Manassas,38.7924575806,-77.5232467651,55,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"W Broad St, Richmond, VA, US",37.5623508809,-77.4662212357,105,,Richmond city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sully, Chantilly, VA, USA",38.9096232212,-77.428985238,31,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"W Leigh St, Richmond, VA, US",37.561805,-77.46563,56,,Richmond city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Linton Hall Rd, Bristow, VA, US",38.7474260888,-77.5624061462,22,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, Shenandoah National Park, Shenandoah, US-VA, US",38.8562133707,-78.2001394406,13,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Richmond Hwy, Appomattox, VA, US",37.36338,-78.84575,4,,Appomattox,Virginia,Spotted Lanternfly,Lycorma delicatula
"S Main St, Harrisonburg, VA, US",38.4057533333,-78.90915,6,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Moore St, Arlington, VA, US",38.8966700671,-77.0715227252,67,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"James River State Park, Buckingham County, Virginia, USA",37.6203040337,-78.8163826615,10,,Buckingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Syria, VA, US",38.5147783333,-78.4351416667,8,,Madison,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stephens City, VA 22655, USA",39.0964901997,-78.1708152,,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Dale City, VA, USA",38.6619437,-77.3968165997,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, Shenandoah National Park, Shenandoah, US-VA, US",38.8715239803,-78.2047607557,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Greenwood, VA 22943, USA",38.06954504,-78.7893725,6,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middleburg, VA, US",39.01594445,-77.7520366667,4395,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chantilly, Virginie, États-Unis",38.8626757679,-77.4134582654,17,,Fairfax,Virginia,Fulgore tacheté,Lycorma delicatula
"Gainesville, VA, USA",38.8083304951,-77.6252426876,9,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Deer Pond Ln, Round Hill, VA, US",39.0647,-77.7747333333,6994,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun County, US-VA, US",38.9809235731,-77.5392679498,13,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Springfield, VA, USA",38.7571360311,-77.1789296849,31,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Springfield, VA, USA",38.7571017162,-77.178854583,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fern Hollow Pl, Herndon, VA, US",38.903345,-77.4013283333,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hermitage Rd, Waynesboro, VA, US",38.1603747357,-78.9374295809,31,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"North Downtown, Charlottesville, VA, USA",38.0422472222,-78.4781583333,4,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Greet Ct, Centreville, VA, US",38.8495262526,-77.5320398995,6,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Canal Dr, McLean, VA, US",38.95788,-77.2147616667,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middle Rd, Winchester, VA, US",39.1231333333,-78.2417216667,35,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Massanutten, VA, USA",38.4260618,-78.7329554,29,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"E Main St, Waynesboro, VA, US",38.0671888333,-78.8813083333,10,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bristow, VA 20136, USA",38.7287611111,-77.5556194444,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Haymarket, VA 20169, USA",38.8129388889,-77.6388333333,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Crimora, VA 24431, USA",38.1338954388,-78.7855171412,4,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"501 Wal-Mart Dr, Winchester, VA 22603, USA",39.1937179,-78.2058792,179,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William, Virginia, United States",38.8080611111,-77.6262472222,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lorton, VA, USA",38.6798674995,-77.2511717566,31,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Rockingham County, VA, USA",38.3127898136,-78.6195027225,46,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sully Historic Site, Chantilly, VA, US",38.9078819479,-77.4307237763,24,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Scott's Addition Historic District, Richmond, VA 23230, USA",37.5769876997,-77.4750123997,,,Henrico,Virginia,Spotted Lanternfly,Lycorma delicatula
"Senseny Glen Dr, Winchester, VA, US",39.1637,-78.0937361667,6,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Front Royal, VA, US",38.8563116667,-78.2003333333,11,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun County, US-VA, US",39.0118638833,-77.7491,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Madison Heights, VA, US",37.4297354472,-79.1358911339,20533,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Rileyville, VA, US",38.7636533333,-78.2948916667,61,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Laurel St, Woodbridge, VA, US",38.6308116667,-77.2491,30,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.06171177,-78.82184637,9,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bluemont, VA 20135, USA",39.1482138889,-77.8573527778,,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hanover, VA, US",37.736437499,-77.3073034058,99259,,King William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Charlottesville, VA 22901, USA",38.0810925997,-78.4720291,,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
Strasburg,39.0085792542,-78.3675460815,44,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Page County, US-VA, US",38.6613852641,-78.491817248,852,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Kings Color Dr, Fairfax, VA, US",38.8037908123,-77.3664213798,9,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"George Washington & Jefferson National Forests, Lyndhurst, VA, US",37.9473116667,-78.9277283333,3,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Gerry Connolly Trail, Fairfax, VA, US",38.8616141167,-77.2682268445,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairview Rd, Woodstock, VA, US",38.8981003518,-78.5184902248,35,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.8940555556,-77.0821194444,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.0614599932,-78.8862495508,244,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Covert Ln, Middleburg, VA, US",39.013881042,-77.7515757803,148,,Loudoun,Virginia,Lycorma delicatula,Lycorma delicatula
"Foxhound Ln, Middleburg, VA, US",39.0118222167,-77.7504883333,69,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Foxhound Ln, Middleburg, VA, US",39.0099065952,-77.7542025031,35,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Puppy Ln, Middleburg, VA, US",39.0095710619,-77.7505698755,79,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chantilly, VA 20151, USA",38.8936861111,-77.4454416667,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
Front Royal,38.958732605,-78.1958465576,6,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chantilly, VA 20151, USA",38.91144778,-77.44246035,3,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wegmans Way, Charlottesville, VA, US",38.0090908427,-78.5016740487,5,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Miller Park, Lynchburg, VA, USA",37.39112578,-79.16219735,4,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middleburg, VA, US",39.0137651748,-77.7542375543,112,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Roanoke,37.2722969055,-79.948928833,21,,Roanoke city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Forest Rd, Forest, VA, US",37.3736,-79.2507466667,15,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stanley, VA 22851, USA",38.5156734997,-78.4419996,,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Forest Rd, Forest, VA, US",37.3735366667,-79.250595,5,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.0657439524,-78.9059858769,186,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Roanoke, VA 24011, USA",37.2713455899,-79.9434026331,34,,Roanoke city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Amherst, VA 24521, USA",37.5595977997,-79.0756137997,,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.8184825524,-77.5292027461,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah, VA, US",38.5817633333,-78.6012416667,4,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sweet Briar, VA 24521, USA",37.5564736997,-79.0867176997,,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bentonville, VA 22610, USA",38.7908208,-78.18910296,5,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Herndon, VA 20190, USA",38.9541814062,-77.3615206406,25,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Herndon, VA 20190, USA",38.9578055556,-77.3611027778,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Herndon, VA 20190, USA",38.9555361111,-77.3609888889,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Penrose Pl, Chantilly, VA, US",38.8931816427,-77.4466424184,96,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Innisfree Ln, Crozet, VA, US",38.1909990245,-78.692802626,31,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lake Frederick, VA 22630, USA",38.8715017751,-78.2075674832,2964,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Snow Ln, Lovettsville, VA, US",39.2173052684,-77.6420668414,22,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bailey's Crossroads, VA, USA",38.8442929593,-77.1180860326,8,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg, VA, USA",38.45474384,-78.85778954,7,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"James Madison University, Harrisonburg, VA, US",38.4353216667,-78.870025,25,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",37.2403251016,-79.3016660682,229,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Foxhound Ln, Middleburg, VA, US",39.0118777833,-77.75158,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"36550 Philomont Rd, Philomont, VA 20131, USA",39.056637,-77.740328,183,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Robert Carter Rd, Fairfax Station, VA, US",38.7873036596,-77.3326611176,35,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tysons, VA, USA",38.9202657778,-77.2408441944,,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"SR-747, Bridgewater, VA, US",38.382205,-79.0107888833,20,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Inge Cir, Salem, VA, US",37.2747451393,-80.0702442136,6,,Salem,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wickham Way, Charlottesville, VA, US",38.0685072841,-78.6711805527,10,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
